B,G,R
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
50.827878321139785,47.99841980510929,15.693112467306015
50.25028879476319,47.4058467210956,15.039232781168264
50.25028879476319,47.4058467210956,15.039232781168264
50.25028879476319,47.99841980510929,14.385353095030514
50.25028879476319,47.99841980510929,14.385353095030514
51.40546784751637,49.18356597313669,15.693112467306015
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
53.13823642664614,50.96128522517777,17.654751525719266
53.13823642664614,50.96128522517777,17.654751525719266
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,47.99841980510929,15.693112467306015
50.827878321139785,47.99841980510929,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.77613905715038,15.039232781168264
51.40546784751637,49.77613905715038,15.039232781168264
51.40546784751637,49.77613905715038,15.039232781168264
51.40546784751637,49.77613905715038,15.039232781168264
50.827878321139785,49.18356597313669,13.077593722755012
51.40546784751637,49.77613905715038,13.731473408892763
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
53.13823642664614,50.96128522517777,17.654751525719266
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
53.13823642664614,50.96128522517777,17.654751525719266
53.13823642664614,50.96128522517777,17.654751525719266
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
50.25028879476319,47.99841980510929,14.385353095030514
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
53.13823642664614,50.96128522517777,17.654751525719266
52.560646900269546,50.368712141164075,17.000871839581517
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.40546784751637,49.77613905715038,15.039232781168264
51.40546784751637,49.77613905715038,15.039232781168264
51.40546784751637,49.77613905715038,15.039232781168264
51.98305737389296,50.368712141164075,15.693112467306015
52.560646900269546,50.96128522517777,16.346992153443765
52.560646900269546,50.96128522517777,16.346992153443765
52.560646900269546,50.96128522517777,16.346992153443765
51.98305737389296,50.368712141164075,15.693112467306015
51.98305737389296,50.368712141164075,15.693112467306015
51.40546784751637,49.77613905715038,15.039232781168264
49.67269926838661,49.18356597313669,14.385353095030514
49.67269926838661,49.18356597313669,14.385353095030514
50.25028879476319,49.77613905715038,15.039232781168264
50.25028879476319,49.77613905715038,15.039232781168264
50.827878321139785,50.368712141164075,15.693112467306015
50.827878321139785,50.368712141164075,15.693112467306015
50.25028879476319,49.77613905715038,15.039232781168264
50.25028879476319,49.77613905715038,15.039232781168264
50.25028879476319,49.18356597313669,15.693112467306015
50.25028879476319,49.18356597313669,15.693112467306015
50.827878321139785,49.77613905715038,16.346992153443765
50.827878321139785,49.77613905715038,16.346992153443765
50.827878321139785,49.77613905715038,16.346992153443765
50.827878321139785,49.77613905715038,16.346992153443765
50.827878321139785,49.77613905715038,16.346992153443765
50.827878321139785,49.77613905715038,16.346992153443765
50.827878321139785,50.368712141164075,15.693112467306015
50.827878321139785,50.368712141164075,15.693112467306015
47.93993068925684,45.03555438504082,12.42371403661726
47.93993068925684,45.03555438504082,12.42371403661726
48.51752021563343,45.62812746905452,13.077593722755012
48.51752021563343,45.62812746905452,13.077593722755012
48.51752021563343,45.62812746905452,13.077593722755012
48.51752021563343,45.62812746905452,13.077593722755012
48.51752021563343,45.62812746905452,13.077593722755012
47.93993068925684,45.03555438504082,12.42371403661726
48.51752021563343,45.62812746905452,14.385353095030514
48.51752021563343,45.62812746905452,14.385353095030514
49.09510974201002,46.22070055306821,15.039232781168264
48.51752021563343,45.62812746905452,14.385353095030514
47.93993068925684,45.03555438504082,13.731473408892763
47.362341162880256,44.442981301027125,13.077593722755012
48.51752021563343,45.62812746905452,14.385353095030514
49.09510974201002,46.22070055306821,15.039232781168264
49.67269926838661,46.813273637081906,14.385353095030514
49.67269926838661,46.813273637081906,14.385353095030514
50.25028879476319,47.4058467210956,15.039232781168264
49.67269926838661,46.813273637081906,14.385353095030514
48.51752021563343,45.62812746905452,13.077593722755012
48.51752021563343,45.62812746905452,13.077593722755012
49.67269926838661,46.813273637081906,14.385353095030514
49.67269926838661,46.813273637081906,14.385353095030514
49.67269926838661,46.813273637081906,14.385353095030514
49.67269926838661,46.813273637081906,14.385353095030514
50.25028879476319,47.4058467210956,15.039232781168264
50.25028879476319,47.4058467210956,15.039232781168264
50.827878321139785,47.99841980510929,15.693112467306015
50.827878321139785,47.99841980510929,15.693112467306015
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
50.827878321139785,47.99841980510929,15.693112467306015
50.827878321139785,47.99841980510929,15.693112467306015
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
51.40546784751637,48.590992889122994,16.346992153443765
50.827878321139785,47.99841980510929,15.693112467306015
50.25028879476319,47.4058467210956,15.039232781168264
50.25028879476319,47.4058467210956,15.039232781168264
50.25028879476319,47.99841980510929,14.385353095030514
50.25028879476319,47.99841980510929,14.385353095030514
50.827878321139785,48.590992889122994,15.039232781168264
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
50.827878321139785,48.590992889122994,15.039232781168264
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
52.560646900269546,50.368712141164075,17.000871839581517
51.98305737389296,49.77613905715038,16.346992153443765
51.98305737389296,49.77613905715038,16.346992153443765
51.40546784751637,49.18356597313669,15.693112467306015
51.40546784751637,49.18356597313669,15.693112467306015
51.98305737389296,49.77613905715038,16.346992153443765
