B,G,R
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
51.879999999999995,4.280000000000001,-9.520000000000003
51.879999999999995,4.280000000000001,-9.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-9.520000000000003
52.879999999999995,5.280000000000001,-8.520000000000003
49.879999999999995,5.280000000000001,-11.520000000000003
48.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,5.280000000000001,-11.520000000000003
49.879999999999995,5.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,1.2800000000000011,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,1.2800000000000011,-10.520000000000003
47.879999999999995,1.2800000000000011,-10.520000000000003
47.879999999999995,1.2800000000000011,-10.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,1.2800000000000011,-10.520000000000003
49.879999999999995,1.2800000000000011,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,1.2800000000000011,-10.520000000000003
49.879999999999995,1.2800000000000011,-10.520000000000003
49.879999999999995,1.2800000000000011,-10.520000000000003
49.879999999999995,1.2800000000000011,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
51.879999999999995,4.280000000000001,-9.520000000000003
52.879999999999995,3.280000000000001,-11.520000000000003
53.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
51.879999999999995,4.280000000000001,-9.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
48.879999999999995,1.2800000000000011,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,5.280000000000001,-11.520000000000003
49.879999999999995,5.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
51.879999999999995,4.280000000000001,-11.520000000000003
49.879999999999995,5.280000000000001,-11.520000000000003
49.879999999999995,5.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
47.879999999999995,1.2800000000000011,-10.520000000000003
47.879999999999995,1.2800000000000011,-10.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,0.28000000000000114,-11.520000000000003
46.879999999999995,1.2800000000000011,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
48.879999999999995,2.280000000000001,-9.520000000000003
48.879999999999995,2.280000000000001,-9.520000000000003
47.879999999999995,1.2800000000000011,-10.520000000000003
47.879999999999995,1.2800000000000011,-10.520000000000003
46.879999999999995,1.2800000000000011,-11.520000000000003
46.879999999999995,1.2800000000000011,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
48.879999999999995,3.280000000000001,-10.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
47.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
50.879999999999995,3.280000000000001,-10.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
48.879999999999995,1.2800000000000011,-11.520000000000003
48.879999999999995,1.2800000000000011,-11.520000000000003
48.879999999999995,1.2800000000000011,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
50.879999999999995,3.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
49.879999999999995,2.280000000000001,-11.520000000000003
